game,console,loose_val,complete_val,new_val,date(D/M/Y) 
Bionicle Maze of Shadows,gameboy-advance,8.79,15.10,15.10,22/03/2023
Bionicle The Game,gameboy-advance,7.75,12.67,12.67,22/03/2023
Blades of Thunder,gameboy-advance,9.27,21.33,21.33,22/03/2023
Boxing Fever,gameboy-advance,6.71,14.49,14.49,22/03/2023
Bratz,gameboy-advance,12.92,75.00,75.00,22/03/2023
Bratz Babyz,gameboy-advance,8.25,12.00,12.00,22/03/2023
Bratz Forever Diamondz,gameboy-advance,7.21,8.00,8.00,22/03/2023
Bratz: The Movie,gameboy-advance,5.61,8.41,8.41,22/03/2023
Britney's Dance Beat,gameboy-advance,7.26,10.60,10.60,22/03/2023
Broken Circle [Homebrew],gameboy-advance,N/A,N/A,N/A,22/03/2023
Bruce Lee,gameboy-advance,38.95,119.00,119.00,22/03/2023
Cabbage Patch Kids Patch Puppy Rescue,gameboy-advance,8.22,16.92,16.92,22/03/2023
Cabela's Big Game Hunter,gameboy-advance,6.89,9.46,9.46,22/03/2023
Cabela's Big Game Hunter 2005 Adventures,gameboy-advance,4.70,5.53,5.53,22/03/2023
Cabela's Sportsman's Pack,gameboy-advance,1.05,6.82,6.82,22/03/2023
Caesar's Palace Advance,gameboy-advance,4.38,9.33,9.33,22/03/2023
Camp Lazlo Leaky Lake Games,gameboy-advance,9.77,14.99,14.99,22/03/2023
Candy Land/Chutes and Ladders/Memory,gameboy-advance,4.35,6.18,6.18,22/03/2023
Care Bears Care Quest,gameboy-advance,8.00,20.74,20.74,22/03/2023
Cars Mater-National Championship,gameboy-advance,5.12,10.00,10.00,22/03/2023
Cartoon Network Block Party + Cartoon Network Speedway,gameboy-advance,N/A,N/A,N/A,22/03/2023
Cartoon Network Speedway [Special Edition],gameboy-advance,3.58,7.94,7.94,22/03/2023
Cartoon Network Superpack,gameboy-advance,5.19,8.67,8.67,22/03/2023
Casper,gameboy-advance,11.70,58.65,58.65,22/03/2023
Catwoman,gameboy-advance,8.73,11.97,11.97,22/03/2023
Charlie and the Chocolate Factory,gameboy-advance,3.54,10.00,10.00,22/03/2023
Chessmaster,gameboy-advance,13.00,26.74,26.74,22/03/2023
Chicken Shoot,gameboy-advance,5.35,8.00,8.00,22/03/2023
Chicken Shoot 2,gameboy-advance,4.63,6.81,6.81,22/03/2023
Cinderella Magical Dreams,gameboy-advance,4.76,9.64,9.64,22/03/2023
Clu Clu Land E-Reader,gameboy-advance,5.67,12.73,12.73,22/03/2023
Codename Kids Next Door Operation SODA,gameboy-advance,6.49,14.45,14.45,22/03/2023
Colin McRae Rally 2.0,gameboy-advance,49.99,253.86,253.86,22/03/2023
Columns Crown,gameboy-advance,11.25,38.29,38.29,22/03/2023
Connect Four/Trouble/Perfection,gameboy-advance,4.49,6.18,6.18,22/03/2023
Corvette,gameboy-advance,4.83,17.84,17.84,22/03/2023
Crazy Chase,gameboy-advance,9.79,25.49,25.49,22/03/2023
Cross Town Heroes,gameboy-advance,5.29,5.91,5.91,22/03/2023
Crouching Tiger Hidden Dragon,gameboy-advance,7.46,16.03,16.03,22/03/2023
Cruis'n Velocity,gameboy-advance,13.22,25.00,25.00,22/03/2023
Crushed Baseball,gameboy-advance,4.38,12.99,12.99,22/03/2023
Cubix Robots for Everyone Clash N Bash,gameboy-advance,12.99,66.66,66.66,22/03/2023
Curious George,gameboy-advance,9.50,16.67,16.67,22/03/2023
DK King of Swing [Not for Resale],gameboy-advance,37.50,N/A,N/A,22/03/2023
Danny Phantom The Urban Jungle,gameboy-advance,14.99,31.50,31.50,22/03/2023
Daredevil,gameboy-advance,12.80,67.50,67.50,22/03/2023
Dave Mirra Freestyle BMX 2,gameboy-advance,6.07,14.74,14.74,22/03/2023
Dave Mirra Freestyle BMX 3,gameboy-advance,6.26,14.94,14.94,22/03/2023
David Beckham Soccer,gameboy-advance,8.54,40.00,40.00,22/03/2023
Davis Cup Tennis,gameboy-advance,2.69,8.93,8.93,22/03/2023
Dead to Rights,gameboy-advance,7.98,13.51,13.51,22/03/2023
Deal or No Deal,gameboy-advance,7.13,10.99,10.99,22/03/2023
Defender,gameboy-advance,7.63,15.23,15.23,22/03/2023
Demon Driver,gameboy-advance,7.20,15.98,15.98,22/03/2023
Denki Blocks,gameboy-advance,12.80,22.42,22.42,22/03/2023
Desert Strike Advance,gameboy-advance,16.99,47.49,47.49,22/03/2023
Dexters Laboratory Chess Challenge,gameboy-advance,6.99,11.15,11.15,22/03/2023
Dinotopia The Timestone Pirates,gameboy-advance,5.84,18.70,18.70,22/03/2023
Disney Party,gameboy-advance,10.95,25.50,25.50,22/03/2023
Disney Sports Basketball,gameboy-advance,24.29,204.50,204.50,22/03/2023
Disney Sports Football,gameboy-advance,8.09,79.29,79.29,22/03/2023
Disney Sports Motocross,gameboy-advance,11.13,65.41,65.41,22/03/2023
Disney Sports Skateboarding,gameboy-advance,3.16,99.99,99.99,22/03/2023
Disney Sports Snowboarding,gameboy-advance,6.31,26.11,26.11,22/03/2023
Disney Sports Soccer,gameboy-advance,20.57,70.24,70.24,22/03/2023
Disney's Atlantis,gameboy-advance,7.10,19.99,19.99,22/03/2023
Disney's Lizzie McGuire 2 Lizzie Diaries Game + TV Episode,gameboy-advance,5.28,11.52,11.52,22/03/2023
Dogz 2,gameboy-advance,8.00,9.40,9.40,22/03/2023
Dogz Fashion,gameboy-advance,5.54,7.17,7.17,22/03/2023
Donald Duck Advance,gameboy-advance,13.98,26.39,26.39,22/03/2023
Donkey Kong 3 E-Reader,gameboy-advance,10.48,N/A,N/A,22/03/2023
Donkey Kong Country 2 [Not for Resale],gameboy-advance,24.99,N/A,N/A,22/03/2023
Donkey Kong Country 3 [Not for Resale],gameboy-advance,31.98,N/A,N/A,22/03/2023
Donkey Kong Country [Not for Resale],gameboy-advance,33.23,N/A,N/A,22/03/2023
Donkey Kong E-Reader,gameboy-advance,10.00,15.00,15.00,22/03/2023
Dora The Explorer: Dora's World Adventure,gameboy-advance,4.12,6.99,6.99,22/03/2023
Dora the Explorer Double Pack,gameboy-advance,5.07,13.34,13.34,22/03/2023
Dora the Explorer Super Spies,gameboy-advance,4.99,6.44,6.44,22/03/2023
Dora the Explorer Super Star Adventures,gameboy-advance,5.15,5.31,5.31,22/03/2023
Dora the Explorer: The Hunt for Pirate Pig's Treasure,gameboy-advance,5.30,10.89,10.89,22/03/2023
Downforce,gameboy-advance,7.82,17.27,17.27,22/03/2023
Dr. Sudoku,gameboy-advance,3.91,9.37,9.37,22/03/2023
Dragon Ball Z Legacy of Goku II [Not for Resale],gameboy-advance,N/A,N/A,N/A,22/03/2023
Dragon Ball Z Taiketsu &amp; Yu-Yu Hakusho: Spirit Detective,gameboy-advance,N/A,N/A,N/A,22/03/2023
Dragon Tales Dragon Adventures,gameboy-advance,10.92,71.20,71.20,22/03/2023
Drake and Josh,gameboy-advance,5.99,12.67,12.67,22/03/2023
Drill Dozer [Not for Resale],gameboy-advance,469.02,N/A,N/A,22/03/2023
Driver 3,gameboy-advance,28.75,42.16,42.16,22/03/2023
Dual Blades,gameboy-advance,17.21,120.50,120.50,22/03/2023
ESPN Final Round Golf 2002,gameboy-advance,4.87,5.50,5.50,22/03/2023
ESPN Great Outdoor Games Bass 2002,gameboy-advance,6.00,7.09,7.09,22/03/2023
ESPN International Winter Sports 2002,gameboy-advance,3.99,13.30,13.30,22/03/2023
ESPN Winter X-Games: Snowboarding,gameboy-advance,4.55,9.85,9.85,22/03/2023
ESPN X Games Skateboarding,gameboy-advance,2.82,10.50,10.50,22/03/2023
Ed Edd N Eddy Jawbreakers,gameboy-advance,11.77,17.77,17.77,22/03/2023
Ed Edd N Eddy Mis-Edventures,gameboy-advance,13.86,30.51,30.51,22/03/2023
Egg Mania,gameboy-advance,8.63,17.99,17.99,22/03/2023
Elf the Movie,gameboy-advance,11.52,30.00,30.00,22/03/2023
Enchanted Once Upon Andalasia,gameboy-advance,6.76,6.79,6.79,22/03/2023
Eragon,gameboy-advance,5.25,12.82,12.82,22/03/2023
EverDrive GBA Mini,gameboy-advance,115.00,246.83,246.83,22/03/2023
EverDrive GBA X5,gameboy-advance,106.50,107.65,107.65,22/03/2023
EverGirl,gameboy-advance,3.75,8.25,8.25,22/03/2023
Excitebike E-Reader,gameboy-advance,9.24,10.01,10.01,22/03/2023
F-24 Stealth Fighter,gameboy-advance,7.32,8.94,8.94,22/03/2023
F-Zero Maximum Velocity [Not for Resale],gameboy-advance,41.99,N/A,N/A,22/03/2023
F1 2002,gameboy-advance,11.99,17.83,17.83,22/03/2023
FIFA 06,gameboy-advance,6.64,6.80,6.80,22/03/2023
FIFA 07,gameboy-advance,9.80,15.00,15.00,22/03/2023
FIFA 2003,gameboy-advance,8.32,13.75,13.75,22/03/2023
FIFA 2004,gameboy-advance,7.99,8.49,8.49,22/03/2023
FIFA 2005,gameboy-advance,7.65,8.78,8.78,22/03/2023
Fairly Odd Parents Clash with the Anti-World,gameboy-advance,6.00,13.26,13.26,22/03/2023
Fairly Odd Parents Enter the Cleft,gameboy-advance,7.98,8.55,8.55,22/03/2023
Fairly Odd Parents Shadow Showdown,gameboy-advance,3.97,14.94,14.94,22/03/2023
Family Feud,gameboy-advance,6.51,12.23,12.23,22/03/2023
Fantastic 4 Flame On,gameboy-advance,6.58,20.00,20.00,22/03/2023
Fear Factor Unleashed,gameboy-advance,4.60,13.33,13.33,22/03/2023
Finding Nemo The Continuing Adventures,gameboy-advance,4.78,5.73,5.73,22/03/2023
Finding Nemo and Monsters Inc Bundle,gameboy-advance,6.06,10.00,10.00,22/03/2023
Fire Emblem Sacred Stones [Not for Resale],gameboy-advance,65.00,N/A,N/A,22/03/2023
Flushed Away,gameboy-advance,5.00,11.00,11.00,22/03/2023
Ford Racing 3,gameboy-advance,7.94,17.49,17.49,22/03/2023
Foster's Home for Imaginary Friends,gameboy-advance,10.16,25.00,25.00,22/03/2023
Franklin The Turtle,gameboy-advance,5.97,6.99,6.99,22/03/2023
Franklin's Great Adventures,gameboy-advance,4.67,5.99,5.99,22/03/2023
Freekstyle,gameboy-advance,5.71,7.97,7.97,22/03/2023
Frogger Advance: The Great Quest,gameboy-advance,13.78,38.56,38.56,22/03/2023
Frogger's Journey The Forgotten Relic,gameboy-advance,7.96,17.35,17.35,22/03/2023
GBA Micro Black,gameboy-advance,105.00,175.33,175.33,22/03/2023
GBA Micro Pearl Blue,gameboy-advance,N/A,N/A,N/A,22/03/2023
GBA Video Cartoon Network Collection Special Edition,gameboy-advance,12.99,57.33,57.33,22/03/2023
GBA Video Cartoon Network Collection Volume 1,gameboy-advance,9.99,19.95,19.95,22/03/2023
GBA Video Cartoon Network Collection Volume 2,gameboy-advance,13.77,23.99,23.99,22/03/2023
GBA Video Cartoon Network Collection [Premium Edition],gameboy-advance,8.00,16.99,16.99,22/03/2023
GBA Video Codename Kids Next Door Volume 1,gameboy-advance,7.25,15.63,15.63,22/03/2023
GBA Video Dora the Explorer Volume 1,gameboy-advance,6.54,8.99,8.99,22/03/2023
GBA Video Fairly Odd Parents Volume 1,gameboy-advance,7.97,16.94,16.94,22/03/2023
GBA Video Fairly Odd Parents Volume 2,gameboy-advance,7.50,13.87,13.87,22/03/2023
GBA Video Jimmy Neutron Volume 1,gameboy-advance,8.97,22.47,22.47,22/03/2023
GBA Video Nicktoons Collection Volume 1 [Not for Resale],gameboy-advance,24.99,N/A,N/A,22/03/2023
GBA Video Shark Tale,gameboy-advance,18.48,32.67,32.67,22/03/2023
GBA Video Shrek &amp; Shrek 2,gameboy-advance,82.50,184.76,184.76,22/03/2023
GBA Video Strawberry Shortcake Volume 1,gameboy-advance,7.42,7.64,7.64,22/03/2023
GT Advance 2 Rally Racing,gameboy-advance,7.74,9.34,9.34,22/03/2023
GT Advance Racing 4 Pack,gameboy-advance,16.42,19.56,19.56,22/03/2023
Gadget Racers,gameboy-advance,14.75,34.67,34.67,22/03/2023
Game Boy Micro Converter Connector,gameboy-advance,N/A,N/A,N/A,22/03/2023
Game Boy Micro Game Link Cable,gameboy-advance,N/A,N/A,N/A,22/03/2023
Gameboy Advance SP Pink Bag,gameboy-advance,N/A,N/A,N/A,22/03/2023
Gameboy Advance SP Travel Case,gameboy-advance,N/A,N/A,N/A,22/03/2023
Gameboy Advance SP [Metroid Bundle],gameboy-advance,N/A,N/A,N/A,22/03/2023
Games Explosion,gameboy-advance,3.90,5.43,5.43,22/03/2023
Garfield And His Nine Lives,gameboy-advance,13.16,31.22,31.22,22/03/2023
Garfield The Search for Pooky,gameboy-advance,8.90,32.32,32.32,22/03/2023
Ghost Rider,gameboy-advance,18.67,44.99,44.99,22/03/2023
Golden Nugget Casino,gameboy-advance,4.11,6.55,6.55,22/03/2023
Golf E-Reader,gameboy-advance,N/A,N/A,N/A,22/03/2023
Green Eggs and Ham,gameboy-advance,5.87,20.00,20.00,22/03/2023
Greg Hastings Tournament Paintball Maxed,gameboy-advance,4.13,6.19,6.19,22/03/2023
Happy Feet,gameboy-advance,5.61,6.68,6.68,22/03/2023
Hardcore Pinball,gameboy-advance,18.98,19.21,19.21,22/03/2023
Harlem Globetrotters World Tour,gameboy-advance,4.19,5.90,5.90,22/03/2023
Harry Potter Quidditch World Cup [Not for Resale],gameboy-advance,10.00,N/A,N/A,22/03/2023
Herbie Fully Loaded,gameboy-advance,3.60,9.97,9.97,22/03/2023
Hey Arnold! The Movie,gameboy-advance,9.54,27.71,27.71,22/03/2023
High Heat Baseball 2002,gameboy-advance,4.02,16.58,16.58,22/03/2023
High Heat Baseball 2003,gameboy-advance,5.39,15.99,15.99,22/03/2023
High School Musical Living the Dream,gameboy-advance,3.45,5.49,5.49,22/03/2023
Home on the Range,gameboy-advance,4.14,5.86,5.86,22/03/2023
Horsez,gameboy-advance,5.99,5.99,5.99,22/03/2023
Hot Potato,gameboy-advance,5.47,12.35,12.35,22/03/2023
Hot Wheels Burnin Rubber,gameboy-advance,8.65,29.74,29.74,22/03/2023
Hot Wheels Velocity X,gameboy-advance,5.38,7.43,7.43,22/03/2023
Hot Wheels World Race,gameboy-advance,5.90,15.38,15.38,22/03/2023
Hot Wheels: Stunt Track Challenge &amp; World Race,gameboy-advance,3.13,7.99,7.99,22/03/2023
Hot Wheels: Velocity X &amp; Hot Wheels: World Race,gameboy-advance,8.99,9.97,9.97,22/03/2023
Hugo The Evil Mirror,gameboy-advance,12.47,14.32,14.32,22/03/2023
I Spy Challenger,gameboy-advance,4.68,5.00,5.00,22/03/2023
IK+,gameboy-advance,8.49,18.68,18.68,22/03/2023
Ice Age,gameboy-advance,6.19,15.50,15.50,22/03/2023
Ice Age 2 The Meltdown,gameboy-advance,5.15,9.24,9.24,22/03/2023
Ice Climber E-Reader,gameboy-advance,6.76,N/A,N/A,22/03/2023
Inspector Gadget,gameboy-advance,10.03,30.47,30.47,22/03/2023
Intec FM Radio Tuner,gameboy-advance,5.50,N/A,N/A,22/03/2023
Island: Extreme Stunts,gameboy-advance,5.74,19.16,19.16,22/03/2023
It's Mr Pants,gameboy-advance,26.97,35.00,35.00,22/03/2023
James Pond Codename Robocod,gameboy-advance,7.57,14.41,14.41,22/03/2023
Jimmy Neutron Boy Genius,gameboy-advance,5.87,17.97,17.97,22/03/2023
Jimmy Neutron Jet Fusion,gameboy-advance,5.32,8.47,8.47,22/03/2023
Jimmy Neutron vs Jimmy Negatron,gameboy-advance,5.74,36.72,36.72,22/03/2023
Jonny Moseley Mad Trix,gameboy-advance,4.72,7.29,7.29,22/03/2023
Jurassic Park III DNA Factor,gameboy-advance,10.03,59.48,59.48,22/03/2023
Justice League Chronicles,gameboy-advance,10.99,50.10,50.10,22/03/2023
Justice League Heroes Flash,gameboy-advance,13.79,47.50,47.50,22/03/2023
Justice League Injustice for All,gameboy-advance,8.16,41.00,41.00,22/03/2023
Kao the Kangaroo,gameboy-advance,8.73,50.54,50.54,22/03/2023
Karnaaj Rally,gameboy-advance,28.99,51.88,51.88,22/03/2023
Kelly Slater's Pro Surfer,gameboy-advance,5.90,10.45,10.45,22/03/2023
Kerplunk / Toss Across / Tip It,gameboy-advance,4.29,5.37,5.37,22/03/2023
Kid's Cards,gameboy-advance,1.69,7.82,7.82,22/03/2023
Kill.Switch,gameboy-advance,21.08,28.67,28.67,22/03/2023
Killer 3D Pool,gameboy-advance,3.67,6.67,6.67,22/03/2023
Kirby Nightmare in Dreamland [Not for Resale],gameboy-advance,71.00,N/A,N/A,22/03/2023
Kirby and the Amazing Mirror [Not for Resale],gameboy-advance,64.99,N/A,N/A,22/03/2023
Koala Brothers Outback Adventures,gameboy-advance,4.52,5.91,5.91,22/03/2023
Kong 8th Wonder of the World,gameboy-advance,4.93,20.89,20.89,22/03/2023
Kong King of Atlantis,gameboy-advance,8.97,15.38,15.38,22/03/2023
Kong The Animated Series,gameboy-advance,6.50,14.31,14.31,22/03/2023
LEGO Island 2,gameboy-advance,10.95,27.57,27.57,22/03/2023
LEGO Knights Kingdom,gameboy-advance,7.22,14.34,14.34,22/03/2023
LEGO Racers 2,gameboy-advance,7.99,20.00,20.00,22/03/2023
LEGO Star Wars [Bonus Figure],gameboy-advance,61.86,134.74,134.74,22/03/2023
Land Before Time Collection,gameboy-advance,8.92,29.91,29.91,22/03/2023
Land Before Time Into the Mysterious Beyond,gameboy-advance,8.12,34.97,34.97,22/03/2023
Legends of Wrestling II,gameboy-advance,10.54,25.95,25.95,22/03/2023
Let's Ride Friends Forever,gameboy-advance,5.28,8.00,8.00,22/03/2023
Let's Ride Sunshine Stables,gameboy-advance,3.58,5.50,5.50,22/03/2023
Let's Ride! Dreamer,gameboy-advance,4.09,8.22,8.22,22/03/2023
Life/Yahtzee/Payday,gameboy-advance,4.70,5.85,5.85,22/03/2023
Lilo and Stitch 2 Hamsterviel Havoc,gameboy-advance,10.50,23.87,23.87,22/03/2023
Little Einsteins,gameboy-advance,6.99,12.29,12.29,22/03/2023
Lizzie McGuire 2,gameboy-advance,5.81,9.99,9.99,22/03/2023
Lizzie McGuire 3,gameboy-advance,5.30,5.46,5.46,22/03/2023
Lizzie McGuire on the Go,gameboy-advance,5.19,16.49,16.49,22/03/2023
Looney Tunes Back in Action,gameboy-advance,6.31,28.78,28.78,22/03/2023
Looney Tunes Double Pack,gameboy-advance,9.99,19.95,19.95,22/03/2023
M&amp;M's Blast,gameboy-advance,4.87,15.17,15.17,22/03/2023
M&amp;M's Break'Em,gameboy-advance,5.50,8.04,8.04,22/03/2023
MLB Slugfest 2004,gameboy-advance,9.00,100.00,100.00,22/03/2023
MX 2002,gameboy-advance,4.23,10.67,10.67,22/03/2023
Madagascar Operation Penguin,gameboy-advance,3.47,9.18,9.18,22/03/2023
Madagascar Operation Penguin and Shrek 2,gameboy-advance,7.99,10.68,10.68,22/03/2023
Madagascar and Shrek 2,gameboy-advance,9.50,49.99,49.99,22/03/2023
Madden 2002,gameboy-advance,5.27,17.29,17.29,22/03/2023
Madden 2003,gameboy-advance,5.89,11.50,11.50,22/03/2023
Madden 2004,gameboy-advance,3.72,13.00,13.00,22/03/2023
Madden 2005,gameboy-advance,6.44,9.25,9.25,22/03/2023
Madden 2006,gameboy-advance,6.01,13.20,13.20,22/03/2023
Madden 2007,gameboy-advance,16.79,19.99,19.99,22/03/2023
Major League Baseball 2K7,gameboy-advance,8.42,13.95,13.95,22/03/2023
Manhole E-Reader,gameboy-advance,10.65,23.38,23.38,22/03/2023
Marble Madness &amp; Klax,gameboy-advance,7.72,11.23,11.23,22/03/2023
March of the Penguins,gameboy-advance,4.28,6.38,6.38,22/03/2023
March of the Penguins [Plush Toy Gift Pack],gameboy-advance,N/A,N/A,N/A,22/03/2023
Mario Bros E-Reader,gameboy-advance,12.91,39.68,39.68,22/03/2023
Mario Golf Advance Tour [Not for Resale],gameboy-advance,33.73,N/A,N/A,22/03/2023
Mario Kart Super Circuit [Not for Resale],gameboy-advance,39.99,N/A,N/A,22/03/2023
Mario Kart Super Circuit [Player's Choice],gameboy-advance,30.97,63.67,63.67,22/03/2023
Mario Pinball Land [Not for Resale],gameboy-advance,24.77,N/A,N/A,22/03/2023
Mario Tennis Power Tour [Not for Resale],gameboy-advance,30.79,N/A,N/A,22/03/2023
Mario and Luigi Superstar Saga [Not for Resale],gameboy-advance,42.00,N/A,N/A,22/03/2023
Mario and Luigi Superstar Saga [Player's Choice],gameboy-advance,52.11,60.10,60.10,22/03/2023
Mario vs. Donkey Kong [Not for Resale],gameboy-advance,48.72,N/A,N/A,22/03/2023
Mary Kate and Ashley Sweet 16,gameboy-advance,4.63,14.95,14.95,22/03/2023
Mary-Kate and Ashley Girls Night Out,gameboy-advance,6.49,6.90,6.90,22/03/2023
Mat Hoffman's Pro BMX,gameboy-advance,4.28,11.86,11.86,22/03/2023
Matchbox Missions Air Land Sea Rescue &amp; Emergency Response,gameboy-advance,4.93,5.99,5.99,22/03/2023
Math Patrol: The Kleptoid Threat,gameboy-advance,16.99,18.58,18.58,22/03/2023
Mech Platoon,gameboy-advance,17.00,35.00,35.00,22/03/2023
Medal of Honor Underground,gameboy-advance,10.26,17.77,17.77,22/03/2023
Meet the Robinsons,gameboy-advance,4.14,7.49,7.49,22/03/2023
Men in Black the Series,gameboy-advance,6.08,14.11,14.11,22/03/2023
Metroid Fusion [Not for Resale],gameboy-advance,58.57,N/A,N/A,22/03/2023
Metroid Zero Mission [Not for Resale],gameboy-advance,70.49,N/A,N/A,22/03/2023
Mighty Beanz Pocket Puzzles,gameboy-advance,5.54,12.20,12.20,22/03/2023
Mike Tyson Boxing,gameboy-advance,15.53,42.15,42.15,22/03/2023
Millipede / Super Breakout / Lunar Lander,gameboy-advance,5.24,11.95,11.95,22/03/2023
Minority Report,gameboy-advance,4.50,12.80,12.80,22/03/2023
Monster Bass Fishing,gameboy-advance,7.16,12.95,12.95,22/03/2023
Monster Force,gameboy-advance,5.45,27.86,27.86,22/03/2023
Monster Jam Maximum Destruction,gameboy-advance,7.99,24.00,24.00,22/03/2023
Monster Trucks Mayhem,gameboy-advance,4.92,9.95,9.95,22/03/2023
Monster Trucks Quad Fury Double Pack,gameboy-advance,4.35,6.17,6.17,22/03/2023
Mother 1+2 [Homebrew],gameboy-advance,24.99,64.30,64.30,22/03/2023
Mother 3 [Homebrew],gameboy-advance,19.98,69.46,69.46,22/03/2023
Moto GP,gameboy-advance,10.64,77.48,77.48,22/03/2023
Mouse Trap / Operation / Simon,gameboy-advance,3.44,7.53,7.53,22/03/2023
Mucha Lucha: Mascaritas of the Lost Code,gameboy-advance,5.76,12.99,12.99,22/03/2023
Muppet Pinball Mayhem,gameboy-advance,24.70,73.07,73.07,22/03/2023
My Little Pony Runaway Rainbow,gameboy-advance,9.75,20.02,20.02,22/03/2023
NASCAR Heat 2002,gameboy-advance,6.90,29.99,29.99,22/03/2023
NBA Jam 2002,gameboy-advance,14.05,16.38,16.38,22/03/2023
NFL Blitz 2002,gameboy-advance,6.83,15.52,15.52,22/03/2023
NFL Blitz 2003,gameboy-advance,5.90,15.00,15.00,22/03/2023
NHL 2002,gameboy-advance,30.33,63.95,63.95,22/03/2023
NHL Hitz 2003,gameboy-advance,14.91,59.97,59.97,22/03/2023
